Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Resource_Index,Effort_Score,Challenge_Index
18,67,3,2,True,7,62,3,1,1,1,1,1,3,2,0,1,3,0,63,4,86,4
14,74,3,3,True,6,96,1,1,2,1,3,0,2,4,0,2,1,0,68,5,90,2
20,97,2,2,False,7,81,2,1,3,2,3,0,2,3,1,2,1,0,71,5,120,4
17,66,2,2,True,8,83,2,1,4,2,3,1,1,5,0,1,2,0,65,5,87,4
11,85,3,2,True,7,96,2,0,1,1,2,0,2,3,0,1,1,0,66,3,97,2
28,84,3,3,True,9,76,3,1,0,3,2,1,1,3,0,1,1,0,72,7,112,2
17,65,3,3,True,8,72,1,1,1,1,2,0,3,4,0,2,2,0,65,5,83,3
12,73,1,2,False,7,82,2,0,1,1,2,0,3,3,0,1,3,0,60,3,86,6
19,83,1,2,False,7,78,3,0,2,1,3,0,3,4,0,3,2,0,67,3,104,5
20,67,2,3,False,10,53,3,1,1,1,2,1,3,2,0,3,1,0,65,5,88,3
10,92,3,1,True,6,59,3,1,0,1,2,0,1,2,0,1,2,1,64,3,102,3
22,99,3,3,True,7,51,2,1,2,3,3,0,1,4,1,1,2,0,72,7,123,4
14,69,3,2,False,6,55,2,1,3,1,1,1,3,2,0,1,2,0,62,4,86,3
30,67,2,2,True,8,86,2,1,0,1,2,0,2,4,0,1,2,1,67,4,97,4
23,78,2,2,True,10,50,2,1,1,2,2,1,3,3,1,3,1,1,67,5,102,4
18,90,2,2,False,7,65,1,1,4,2,2,0,3,3,0,2,1,1,69,5,112,3
16,71,3,3,True,7,72,1,1,1,2,1,1,2,4,0,2,2,1,65,6,88,3
19,61,2,3,False,7,97,1,1,0,2,3,0,1,3,1,2,3,0,62,6,80,6
24,82,3,2,True,5,66,2,1,0,2,2,1,2,3,0,3,1,0,69,5,106,2
20,98,2,3,False,7,89,2,1,1,3,2,0,3,3,0,2,3,1,72,7,119,5
19,76,1,3,True,10,70,1,1,1,1,2,0,1,3,0,2,3,1,63,5,96,6
20,77,3,2,False,8,55,1,1,1,2,2,0,1,3,0,2,3,1,64,5,98,4
16,99,1,2,True,9,55,2,1,1,3,2,0,2,3,1,2,3,1,67,6,116,7
18,88,2,2,False,9,72,3,1,2,3,3,0,2,4,0,3,2,0,70,6,108,4
7,89,3,1,True,6,53,2,1,3,1,3,1,2,2,0,1,2,0,64,3,99,3
26,83,2,2,False,10,79,2,1,1,3,2,0,2,2,0,1,2,1,69,6,110,4
22,99,3,3,False,4,75,1,1,2,2,2,1,1,4,0,1,1,1,72,6,123,2
15,88,2,2,True,7,85,2,1,4,2,2,1,1,2,0,3,1,1,69,5,107,3
31,96,3,2,True,4,59,2,1,3,1,2,1,2,5,0,1,1,1,75,4,130,2
21,88,1,2,False,4,80,1,1,1,2,2,0,3,2,1,3,1,0,67,5,110,5
14,89,2,2,True,8,59,3,1,1,1,2,1,2,3,0,2,1,0,67,4,104,3
25,72,2,2,False,6,86,3,1,0,2,2,0,2,2,0,1,3,1,66,5,97,5
22,72,2,1,True,9,65,3,1,0,2,2,0,2,3,0,1,2,0,64,4,94,4
22,91,2,1,False,4,81,2,1,2,1,3,1,1,3,0,1,1,0,68,3,115,3
17,72,3,2,True,7,94,3,1,1,1,2,0,2,5,0,1,2,0,66,4,90,3
23,83,3,2,False,5,74,2,1,3,1,2,0,1,2,0,3,1,0,69,4,109,2
18,70,3,1,True,7,60,2,1,1,2,3,0,3,3,0,2,1,0,65,4,89,2
23,93,2,1,True,9,94,3,1,2,2,1,1,1,3,0,1,2,1,70,4,118,4
9,64,2,1,True,10,68,1,1,0,2,2,1,1,3,0,1,1,0,57,4,73,3
17,93,2,2,False,8,87,1,1,2,3,3,1,1,3,0,2,2,0,69,6,112,4
30,84,3,1,True,5,66,1,1,0,2,1,0,3,2,0,3,1,1,70,4,114,2
15,67,1,2,True,5,65,2,1,4,2,2,1,1,2,0,2,1,0,63,5,86,4
16,82,2,2,False,7,82,2,1,1,2,1,0,2,3,0,3,2,1,66,5,99,4
17,71,2,2,True,6,58,2,1,3,2,2,1,3,3,1,1,1,0,64,5,91,4
13,73,2,3,False,8,93,2,1,0,3,3,0,2,3,0,3,1,1,65,7,86,3
7,74,3,2,False,10,69,3,1,1,3,2,0,3,4,0,1,1,0,64,6,82,2
19,63,2,1,True,6,51,3,1,2,2,2,0,2,4,0,1,1,0,62,4,84,3
21,99,3,2,True,6,65,1,1,1,2,2,1,3,2,0,2,3,1,71,5,121,4
20,61,2,3,False,5,89,2,1,1,2,2,0,2,2,0,3,3,1,64,6,82,5
19,86,3,3,True,7,93,3,1,1,2,3,0,2,2,0,1,1,0,72,6,106,2
20,75,2,2,False,7,78,2,1,0,1,2,0,1,2,0,2,1,1,64,4,95,3
26,86,2,1,True,7,65,2,1,2,3,3,1,2,4,0,3,2,0,71,5,114,4
19,74,2,2,True,8,76,3,1,5,2,3,0,2,4,1,2,1,1,68,5,98,4
17,87,2,2,True,8,92,2,0,3,3,1,0,1,2,0,2,1,0,68,5,107,3
18,89,2,2,False,7,66,2,1,2,2,2,0,3,3,0,2,2,0,68,5,109,4
23,88,2,2,False,7,69,2,1,3,1,3,0,1,3,0,1,1,0,69,4,114,3
28,65,1,2,True,7,77,3,1,1,1,3,0,3,3,0,2,1,0,67,4,94,4
16,86,2,1,False,7,94,1,1,0,1,2,1,3,4,0,1,1,0,66,3,102,3
21,71,2,2,True,6,79,2,1,1,1,2,1,2,4,0,3,3,0,65,4,93,5
22,61,2,3,False,5,60,3,1,0,3,1,1,2,2,0,1,2,0,63,7,83,4
14,77,3,1,False,7,54,2,1,1,2,3,0,1,2,0,1,2,0,62,4,92,3
20,77,3,3,False,6,55,2,1,1,3,1,1,2,1,0,2,1,0,67,7,98,2
11,79,2,2,True,8,98,2,1,2,1,2,0,2,4,0,1,1,1,65,4,92,3
9,88,2,2,True,7,91,2,1,1,1,2,0,1,3,0,2,1,1,66,4,98,3
22,72,1,3,False,7,88,2,0,2,2,2,0,3,4,0,1,1,1,66,5,96,4
18,73,2,2,True,8,75,2,1,0,3,2,0,2,1,1,2,1,1,64,6,91,4
21,62,3,2,True,5,84,2,1,5,1,2,0,3,4,0,1,1,1,67,4,88,2
20,87,2,2,False,10,56,2,1,2,2,2,0,2,2,0,2,2,1,67,5,109,4
14,83,1,1,False,4,81,1,1,1,1,2,0,1,4,1,1,2,0,61,3,98,6
20,74,2,2,True,9,91,2,1,1,1,2,0,2,5,0,1,1,0,66,4,95,3
13,88,3,2,True,7,53,2,1,2,2,2,1,1,4,0,2,2,0,66,5,103,3
28,81,2,1,True,6,65,2,1,1,1,2,0,3,2,0,1,2,0,67,3,110,4
12,79,3,2,False,5,56,3,1,1,1,1,0,3,5,0,1,1,1,64,4,92,2
19,80,3,1,False,6,63,1,1,1,1,2,0,2,3,0,1,1,0,64,3,100,2
14,85,1,2,False,7,89,2,1,2,2,3,0,3,2,0,2,2,0,67,5,101,5
23,86,1,3,False,7,67,1,1,2,2,3,1,2,3,1,2,1,1,68,6,111,5
18,72,2,1,False,9,84,2,1,2,2,2,0,2,4,0,1,1,0,64,4,92,3
17,66,2,2,True,7,89,2,1,0,2,2,1,1,3,0,2,1,0,63,5,83,3
25,66,2,3,True,7,91,2,1,2,1,3,0,2,3,0,2,1,0,68,5,93,3
20,86,1,1,False,8,94,1,1,2,1,2,1,1,2,0,1,3,1,64,3,108,6
23,95,1,2,True,7,80,3,1,2,1,2,0,2,4,0,1,2,1,70,4,120,5
14,76,1,2,False,7,64,2,1,3,2,2,1,3,3,0,2,1,0,64,5,93,4
12,67,3,2,False,7,58,2,1,0,3,2,0,2,2,1,1,3,0,59,6,79,5
21,90,3,2,True,8,75,2,1,4,1,3,0,2,2,0,1,2,0,71,4,115,3
18,93,1,2,True,6,55,2,1,3,1,2,0,1,5,0,1,2,0,67,4,114,5
24,95,2,1,True,6,96,3,1,3,1,2,1,2,3,0,3,1,1,73,3,122,3
20,84,1,1,False,8,72,2,1,3,3,2,0,2,3,0,1,1,0,66,5,107,4
21,94,3,3,False,5,94,2,1,2,1,3,1,2,2,0,2,1,0,73,5,117,2
10,61,3,2,True,7,85,3,1,1,2,2,0,2,4,0,1,1,1,62,5,72,2
31,64,2,3,False,6,93,2,1,1,1,3,0,2,3,0,1,1,1,69,5,96,3
19,64,2,3,False,8,94,2,1,3,2,3,1,2,3,1,3,1,1,66,6,86,4
24,89,2,1,True,9,53,2,1,1,1,3,1,2,3,0,1,1,0,68,3,114,3
15,63,2,2,True,6,86,1,1,4,3,2,0,3,5,0,1,1,0,65,6,82,3
22,80,2,2,True,8,61,3,1,1,1,2,0,3,2,0,2,2,0,67,4,103,4
12,79,2,2,True,7,99,1,1,2,2,2,0,1,2,1,1,1,1,64,5,93,4
23,72,3,3,True,6,89,2,0,0,2,3,1,1,3,0,1,2,0,67,5,95,3
18,95,1,1,True,7,50,1,1,3,2,2,1,2,3,0,1,2,1,66,4,116,5
20,67,3,2,False,9,96,3,1,1,3,3,0,3,3,0,1,1,1,68,6,88,2
24,74,2,2,True,7,65,1,1,3,2,3,0,2,2,0,2,1,0,68,5,101,3
13,91,2,1,True,9,71,1,1,1,1,2,0,3,2,0,2,3,0,64,3,105,5
16,61,3,2,True,7,81,1,1,2,2,2,0,2,1,0,1,1,1,63,5,79,2
23,87,3,2,False,5,96,2,1,2,2,2,0,3,3,0,2,2,1,72,5,112,3
33,93,3,2,False,7,96,2,1,1,1,3,0,3,1,0,3,2,1,75,4,127,3
19,97,3,2,False,5,78,1,1,2,1,2,0,3,3,0,1,1,0,71,4,118,2
24,95,3,2,False,7,66,1,1,2,3,3,0,1,3,0,1,1,0,71,6,121,2
19,73,2,2,True,6,64,1,1,4,2,2,0,3,5,1,2,1,1,66,5,96,4
32,83,3,2,True,10,68,2,0,3,1,2,1,3,4,0,1,2,1,71,3,118,3
10,63,3,2,False,9,59,1,1,0,2,3,0,3,5,0,3,2,0,61,5,73,3
21,70,2,2,True,7,83,2,1,1,2,2,0,2,3,0,1,3,0,65,5,92,5
10,64,2,1,False,9,76,1,1,1,1,2,1,3,1,0,1,1,1,58,3,75,3
5,73,3,1,True,6,89,3,1,1,2,2,0,2,2,0,1,1,0,62,4,79,2
22,95,3,1,False,5,55,2,1,2,3,3,0,2,0,1,2,1,1,69,5,119,3
21,74,2,1,True,8,70,2,1,1,2,2,0,2,3,0,3,3,0,65,4,96,5
18,82,3,2,True,8,62,3,1,3,1,2,1,2,4,0,1,1,1,69,4,103,2
19,77,3,2,True,6,77,3,1,1,1,3,1,2,3,0,2,1,1,68,4,97,2
39,78,2,2,False,6,73,2,1,0,1,2,0,3,2,0,2,3,0,70,4,117,5
18,99,3,2,True,8,72,2,1,4,1,2,0,2,4,0,1,1,1,72,4,121,2
23,72,1,2,True,4,66,1,0,3,1,2,1,3,4,0,3,1,1,66,3,98,4
16,85,1,3,True,8,86,1,1,2,3,2,1,2,4,0,1,1,1,68,7,103,4
22,77,2,2,True,7,74,3,1,2,1,1,1,1,4,0,2,1,0,67,4,101,3
19,62,3,1,True,8,60,2,1,1,1,2,0,3,2,0,2,3,1,61,3,82,4
18,80,1,1,True,8,77,2,1,1,1,3,0,1,2,0,2,1,1,64,3,99,4
31,93,3,2,False,6,80,2,1,3,2,2,0,2,2,0,1,1,0,74,5,127,2
27,64,2,2,False,5,51,3,1,1,1,3,0,1,3,0,1,1,1,64,4,92,3
21,63,3,1,True,9,60,2,1,2,2,2,0,1,2,0,3,1,0,64,4,86,2
6,66,3,2,True,7,62,1,1,2,1,2,0,2,4,0,3,1,0,61,4,74,2
18,91,3,3,True,7,62,2,1,3,1,2,1,3,3,0,1,1,0,71,5,112,2
36,89,3,1,True,8,62,1,1,2,1,3,1,1,3,0,2,2,0,72,3,127,3
19,83,3,3,False,6,64,2,1,0,2,2,1,1,5,0,3,1,1,68,6,102,2
27,79,1,3,True,8,63,3,1,2,1,2,0,1,5,0,2,2,1,69,5,108,5
29,96,2,3,False,8,94,3,0,2,1,3,0,1,4,0,1,1,0,74,4,127,3
21,91,2,3,True,9,66,1,1,3,1,2,0,2,4,0,2,2,1,70,5,115,4
15,92,3,1,True,9,67,1,1,1,3,3,0,3,2,0,3,1,0,69,5,108,2
5,93,1,1,False,7,63,2,1,2,2,3,0,2,3,0,3,1,0,64,4,100,4
24,86,1,1,True,8,98,2,1,2,3,2,0,3,5,0,3,3,0,71,5,112,6
15,78,3,1,True,7,77,1,1,0,3,2,0,2,3,0,2,1,0,65,5,93,2
21,95,3,2,True,7,81,2,1,0,2,2,0,2,3,0,1,1,0,71,5,116,2
13,97,3,3,True,5,87,1,1,1,2,3,0,2,2,0,3,1,1,71,6,111,2
18,61,1,2,True,7,67,2,1,5,3,3,0,3,2,0,3,1,0,66,6,84,4
20,62,2,2,False,4,98,3,1,1,3,1,0,1,4,0,1,1,0,64,6,83,3
22,98,2,2,False,7,58,2,1,0,2,2,1,2,3,0,1,1,0,70,5,120,3
13,71,1,1,False,9,73,1,1,1,3,3,1,2,3,0,1,2,0,61,5,85,5
27,95,2,2,True,8,57,3,1,1,2,1,1,3,3,0,1,2,1,71,5,123,4
16,76,2,2,False,7,90,2,1,0,1,2,0,2,3,0,3,2,0,65,4,92,4
10,65,1,3,False,7,55,2,1,0,1,3,0,2,3,0,1,1,1,59,5,75,4
19,63,2,2,True,6,78,1,1,3,2,2,0,2,2,1,2,1,0,63,5,85,4
20,66,2,2,True,6,55,1,1,1,3,3,0,1,3,0,3,2,1,64,6,87,4
21,70,1,1,False,8,73,1,1,0,3,2,0,2,4,0,2,1,0,63,5,91,4
28,80,3,3,False,5,64,2,1,1,1,2,1,2,2,0,3,2,1,70,5,109,3
19,88,3,2,True,5,95,2,1,1,2,3,0,2,3,0,1,1,0,70,5,108,2
19,99,3,3,True,8,53,2,1,1,2,2,1,2,4,0,2,1,0,72,6,119,2
13,78,2,3,False,7,82,3,1,0,1,3,0,2,2,0,2,2,1,65,5,91,4
25,81,3,2,True,7,85,3,1,3,2,2,0,1,1,0,3,2,1,71,5,109,3
21,81,3,2,True,7,94,2,1,3,2,2,0,2,1,0,3,2,0,70,5,105,3
17,82,2,1,False,10,94,2,1,1,3,3,1,2,3,0,1,2,1,66,5,100,4
9,81,2,2,True,7,99,2,1,2,1,2,0,2,3,0,1,2,1,64,4,92,4
29,60,1,3,False,7,63,2,1,0,1,2,0,1,4,0,3,1,0,64,5,89,4
13,60,3,1,False,10,64,1,1,1,2,2,0,2,4,0,2,3,0,59,4,74,4
16,64,2,3,True,7,70,2,1,5,1,1,0,3,4,0,1,2,0,65,5,85,4
22,64,3,2,True,10,77,2,1,1,1,3,0,3,3,0,1,2,0,66,4,87,3
13,88,2,2,True,4,68,3,1,1,3,2,0,3,2,0,1,1,1,67,6,102,3
11,68,3,2,True,5,87,2,1,1,1,2,0,3,4,1,1,3,0,62,4,80,5
7,96,3,1,False,6,50,2,1,1,3,2,1,1,3,0,2,1,0,65,5,104,2
24,97,3,2,True,8,51,2,1,3,1,2,0,2,2,0,3,1,1,73,4,124,2
17,99,2,2,False,10,86,1,1,1,2,2,1,3,2,0,2,1,0,70,5,117,3
38,98,1,2,False,6,94,2,1,2,1,1,0,1,4,0,3,1,1,75,4,138,4
14,71,3,3,True,8,89,2,1,0,2,2,0,2,3,0,3,1,1,66,6,85,2
14,80,3,2,False,10,56,1,1,1,1,2,0,3,3,0,3,2,1,65,4,95,3
17,67,2,2,False,9,97,2,1,1,2,1,0,2,3,0,3,2,1,64,5,85,4
21,92,3,1,False,6,76,1,1,2,1,2,0,3,5,0,2,1,0,70,3,115,2
17,96,2,3,True,8,87,2,1,0,2,2,1,3,5,0,1,2,0,71,6,113,4
24,94,1,2,False,8,60,1,1,0,2,2,0,2,3,0,1,1,0,68,5,118,4
14,77,2,2,True,6,77,1,1,1,1,3,1,2,2,0,2,1,0,64,4,92,3
12,90,3,3,False,8,67,1,1,2,1,1,0,2,3,0,1,1,1,67,5,104,2
9,64,2,3,True,6,99,2,1,6,1,3,0,3,6,1,1,2,0,65,5,79,5
7,62,3,2,True,7,74,2,1,3,2,2,0,2,3,0,3,1,1,62,5,72,2
17,90,1,3,True,5,88,1,1,1,2,2,0,1,1,0,2,1,1,68,6,108,4
18,77,3,2,True,4,80,2,1,1,2,1,1,1,2,0,2,1,0,66,5,96,2
16,100,3,3,True,7,55,3,1,1,1,2,0,1,2,1,2,2,0,69,5,117,4
27,64,2,2,True,7,77,3,1,3,3,2,0,2,4,0,1,2,0,68,6,94,4
27,94,2,1,False,5,77,2,1,0,2,3,0,3,2,0,2,1,1,71,4,121,3
18,79,2,3,True,8,86,2,1,3,1,1,0,2,4,0,2,1,1,68,5,100,3
9,93,3,1,True,7,66,2,1,0,1,1,1,2,2,0,2,2,0,64,3,102,3
17,93,1,2,False,8,93,1,1,0,1,2,0,1,3,0,2,2,0,66,4,110,5
16,97,2,1,True,8,81,3,1,0,3,3,1,3,2,0,1,1,0,70,5,113,3
16,72,1,2,False,9,52,2,1,1,2,3,0,1,1,1,2,2,1,60,5,89,6
16,98,2,2,True,8,85,1,1,0,1,3,0,3,2,0,2,3,0,69,4,114,5
16,66,2,2,True,7,95,1,1,1,2,2,0,3,4,0,2,1,0,65,5,83,3
18,63,3,3,True,7,84,2,1,1,2,3,0,2,2,0,1,1,1,66,6,82,2
16,77,2,1,False,10,69,2,1,1,2,2,1,2,3,0,1,1,1,64,4,94,3
21,93,2,3,False,8,80,2,1,0,3,3,0,3,1,0,2,2,1,71,7,114,4
22,79,3,1,False,7,59,2,1,0,2,2,0,3,3,0,2,1,0,66,4,101,2
15,93,2,1,True,7,80,1,1,0,1,2,0,3,3,0,1,1,1,66,3,108,3
28,89,2,2,False,6,75,2,1,1,1,1,1,1,3,0,1,2,0,68,4,118,4
14,68,3,3,False,5,51,3,1,1,3,2,0,2,5,1,1,2,0,63,7,83,4
10,98,2,1,True,10,66,1,1,1,1,3,0,1,2,0,2,1,1,66,3,109,3
22,62,1,2,False,8,60,1,0,0,2,3,0,3,2,0,2,1,0,61,4,84,4
15,96,2,1,False,5,70,3,1,4,1,3,1,3,3,0,2,1,0,70,3,115,3
22,72,2,3,True,7,62,1,1,5,3,2,1,2,2,0,2,2,1,68,7,99,4
6,80,2,2,True,9,92,1,1,5,1,2,0,2,2,0,3,2,0,65,4,91,4
28,77,3,2,False,6,85,3,1,0,1,2,0,1,1,0,3,1,1,69,4,105,2
24,67,2,3,True,6,87,1,1,0,2,2,0,3,4,0,2,1,0,67,6,91,3
11,74,3,2,False,8,68,1,1,0,2,2,0,3,3,0,1,2,0,62,5,85,3
11,68,1,3,True,8,50,1,1,2,1,3,1,3,4,0,1,1,1,61,5,81,4
30,68,3,3,True,6,61,3,1,1,2,2,0,3,3,0,3,1,1,70,6,99,2
16,67,3,2,True,6,88,2,1,0,3,1,0,2,3,0,2,1,0,65,6,83,2
15,80,3,2,False,8,80,2,1,1,1,2,0,2,4,0,1,2,1,65,4,96,3
6,92,2,2,True,5,77,2,1,1,1,3,0,3,4,0,1,1,0,66,4,99,3
18,83,2,3,True,6,64,1,0,1,2,3,1,1,3,0,1,1,1,66,5,102,3
19,96,2,2,True,7,54,3,1,1,1,2,0,2,3,0,2,1,0,69,4,116,3
24,85,3,3,False,8,89,2,1,1,1,2,0,2,3,0,1,2,1,70,5,110,3
12,88,3,2,False,6,52,1,0,1,2,3,0,1,1,0,1,1,0,63,4,101,2
11,87,1,2,False,8,53,3,1,1,2,2,0,3,3,0,1,1,1,64,5,99,4
23,78,3,1,False,9,65,3,1,1,1,3,0,2,2,1,2,3,1,65,3,102,5
26,88,3,2,True,6,79,2,1,1,1,3,0,2,4,0,1,3,0,71,4,115,4
11,63,2,2,True,10,100,3,1,0,2,2,0,2,3,0,1,3,1,61,5,74,5
26,94,1,1,True,9,55,1,1,2,3,2,0,2,3,0,1,1,0,69,5,122,4
20,91,3,2,False,7,74,2,1,1,2,2,0,2,4,0,1,2,0,69,5,112,3
27,70,2,2,False,7,80,1,1,1,1,2,0,2,3,0,1,1,1,66,4,98,3
20,91,3,2,False,6,91,2,1,3,3,3,0,2,2,0,1,1,0,72,6,114,2
5,61,3,2,False,9,84,3,1,1,2,2,0,2,3,0,2,1,0,60,5,67,2
19,69,1,1,False,7,90,2,1,0,1,2,0,2,1,0,2,1,0,62,3,88,4
26,63,2,2,True,5,76,2,1,3,2,3,0,2,5,1,1,1,1,66,5,92,4
15,91,2,3,True,4,72,1,1,1,3,3,1,2,2,0,1,1,0,69,7,107,3
18,90,3,2,False,7,81,2,1,2,2,1,0,1,3,0,3,2,0,69,5,110,3
19,93,2,3,False,7,95,1,1,3,2,2,1,1,3,0,1,1,1,71,6,115,3
3,60,2,1,True,6,78,1,1,1,1,2,0,3,1,0,3,1,1,57,3,64,3
30,80,3,3,False,5,80,2,1,0,1,2,1,3,4,0,3,1,1,72,5,110,2
15,88,1,2,True,4,67,2,1,1,2,3,1,3,4,0,1,3,1,66,5,104,6
23,66,2,2,True,6,80,2,1,1,2,2,0,3,3,0,2,1,1,66,5,90,3
19,86,2,2,False,6,81,2,1,3,2,3,0,2,3,0,2,1,0,70,5,108,3
28,63,2,2,False,8,88,2,1,2,1,3,0,3,2,0,1,1,0,67,4,93,3
22,67,2,2,True,7,79,2,1,1,2,1,1,2,3,0,2,2,1,65,5,90,4
19,79,2,2,True,9,60,1,1,1,1,2,0,2,3,1,1,1,1,63,4,99,4
15,86,3,1,False,8,79,2,1,3,1,2,0,3,3,0,2,1,1,68,3,104,2
25,66,1,2,True,8,65,2,1,0,2,2,0,3,3,1,1,1,0,63,5,91,5
9,67,2,3,True,8,54,2,1,3,2,3,1,3,5,0,2,2,0,63,6,79,4
24,68,2,2,True,5,91,3,1,1,3,2,0,1,4,0,2,1,1,68,6,93,3
13,70,2,2,True,6,53,2,1,2,1,2,0,1,0,1,2,2,1,60,4,85,5
28,69,2,2,False,10,82,3,1,0,2,2,1,2,2,0,1,1,1,67,5,97,3
21,76,1,1,True,4,99,3,1,0,1,1,0,3,3,0,2,3,0,65,3,97,6
24,86,3,1,True,7,54,2,1,0,1,3,0,2,2,0,2,1,0,68,3,110,2
20,78,2,1,False,8,61,2,1,0,2,2,0,2,2,1,1,2,1,62,4,98,5
9,91,2,1,False,4,88,1,1,2,2,2,0,2,4,1,3,1,1,65,4,102,4
15,89,2,2,True,6,55,3,1,1,1,2,1,3,3,0,1,1,0,66,4,105,3
24,65,2,2,True,10,92,1,1,3,2,3,0,2,4,0,1,1,0,67,5,92,3
21,62,1,3,True,7,50,1,0,1,3,2,0,1,2,0,1,2,1,60,6,84,5
27,95,1,3,True,6,94,3,1,2,2,2,0,2,4,0,3,3,1,74,6,124,6
22,63,1,1,True,7,53,2,1,1,3,2,0,2,4,0,1,1,0,62,5,86,4
14,66,1,2,True,6,96,1,1,0,3,2,0,1,3,0,2,2,0,61,6,80,5
15,61,2,2,False,10,93,3,1,0,2,3,0,2,4,0,1,1,0,63,5,76,3
21,85,2,1,False,6,77,2,1,2,1,2,0,2,3,0,2,3,0,66,3,108,5
6,83,2,2,False,6,89,2,1,1,1,2,0,3,4,0,3,1,1,65,4,90,3
30,99,1,2,False,5,54,2,1,0,2,2,1,3,3,0,3,1,0,72,5,129,4
23,95,3,2,False,7,57,2,1,1,1,2,1,2,2,0,1,1,1,70,4,119,2
27,76,3,3,True,7,68,2,1,1,2,2,0,2,3,0,3,2,1,71,6,104,3
11,75,3,3,True,9,77,2,0,1,3,3,1,2,2,1,2,2,0,64,6,87,4
27,72,2,3,False,5,93,1,1,1,3,2,0,3,2,0,2,1,0,70,7,100,3
33,66,2,2,False,8,77,2,1,2,2,1,0,2,3,0,1,1,0,68,5,101,3
12,66,1,3,True,7,83,2,0,1,2,2,0,2,3,0,1,1,0,61,5,79,4
25,65,3,2,True,4,84,3,1,1,3,2,0,3,2,0,1,1,0,68,6,91,2
20,65,1,2,False,6,94,2,1,1,1,3,0,3,2,0,3,1,1,64,4,86,4
11,70,2,3,True,6,89,1,1,2,2,2,0,3,4,0,1,1,1,64,6,83,3
23,72,2,3,True,10,99,2,1,2,2,3,1,2,4,0,3,1,1,71,6,97,3
25,98,2,3,True,8,51,2,1,0,2,2,1,3,2,0,2,2,1,72,6,123,4
16,83,2,2,True,7,60,2,1,0,3,2,0,3,1,0,2,2,1,66,6,99,4
27,100,1,2,True,4,97,1,1,4,1,3,0,3,3,0,1,1,1,74,4,131,4
10,75,2,2,True,4,90,2,1,3,2,3,0,3,3,1,3,2,0,65,5,88,5
11,78,3,3,False,8,63,1,1,1,1,2,0,2,3,0,1,1,1,64,5,90,2
21,73,3,2,True,8,99,2,1,1,2,3,0,3,4,0,2,2,0,69,5,95,3
20,67,2,2,False,6,93,1,0,1,1,2,0,1,3,1,2,1,0,62,3,88,4
16,66,2,2,True,7,53,3,1,2,2,2,0,1,2,0,3,2,0,62,5,84,4
25,98,1,1,True,7,91,2,1,2,1,1,0,3,3,0,3,1,1,72,3,125,4
23,99,2,3,False,7,89,3,1,1,2,2,0,2,3,0,1,1,1,73,6,123,3
25,62,2,1,False,6,61,3,1,1,2,2,0,3,4,0,3,2,1,64,4,88,4
19,66,2,2,False,8,83,2,1,2,2,3,0,2,3,0,1,1,1,65,5,87,3
24,77,3,3,True,9,99,2,1,1,1,2,0,3,1,0,1,1,0,70,5,102,2
17,67,2,2,True,6,84,3,1,1,3,3,0,2,3,0,3,2,1,66,6,85,4
32,75,1,3,False,5,91,1,1,1,3,2,0,3,2,0,2,2,1,70,7,108,5
15,65,2,3,True,6,55,1,1,2,2,2,1,3,3,0,1,1,1,63,6,82,3
33,78,1,1,False,7,86,2,1,1,1,3,0,3,4,0,1,1,0,69,3,112,4
20,71,3,2,True,8,60,1,1,0,2,2,0,2,2,0,1,1,0,64,5,91,2
12,74,1,2,False,8,54,2,1,2,2,2,1,3,5,0,3,2,1,63,5,88,5
28,64,2,2,False,8,78,1,1,2,2,2,1,1,3,0,3,1,0,66,5,94,3
21,77,2,2,True,8,88,1,1,2,3,2,1,3,1,0,2,2,1,68,6,100,4
25,99,2,2,True,7,77,2,1,0,3,3,0,2,3,0,1,1,0,97,6,124,3
27,73,1,1,False,9,97,2,1,2,2,3,0,2,1,0,1,1,1,67,4,102,4
22,95,2,2,False,7,85,2,1,0,2,2,1,3,4,0,2,1,0,71,5,117,3
16,94,1,1,True,8,56,1,1,2,1,3,0,3,2,0,2,1,1,66,3,112,4
26,98,2,1,True,7,97,2,1,2,1,2,0,2,2,1,3,2,0,72,3,126,5
20,92,3,2,True,7,58,1,1,2,1,1,0,2,4,0,3,1,1,70,4,114,2
24,86,2,2,True,7,88,2,1,1,1,2,0,2,3,0,1,3,0,69,4,111,5
7,94,2,1,True,9,57,3,1,2,2,2,0,1,3,0,3,1,1,66,4,103,3
23,63,3,3,False,7,100,1,1,2,2,3,1,3,3,0,3,1,1,69,6,88,2
16,79,2,2,True,6,67,1,0,2,2,3,1,3,3,0,2,1,0,65,4,97,3
30,100,3,3,False,6,75,2,1,0,1,2,0,2,4,0,2,2,1,75,5,130,3
24,91,1,2,False,8,73,2,1,2,1,3,1,3,2,0,3,2,0,70,4,117,5
21,98,3,1,True,6,55,1,1,1,2,2,0,3,3,0,1,1,0,70,4,120,2
23,91,2,3,True,7,75,1,1,2,1,3,0,1,2,0,1,3,0,69,5,116,5
14,95,3,2,False,7,57,2,1,2,1,1,0,2,2,0,2,1,1,68,4,111,2
